,id,title,link,sources,date,coord
120,EONET_6866,"Wickiup Wildfire, Klamath, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6866,https://irwin.doi.gov/observer/,2024-06-10,"[-121.358369, 43.348265]"
121,EONET_6874,"2452 Wildfire, Harney, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6874,https://irwin.doi.gov/observer/,2024-06-10,"[-119.866325, 43.592621]"
122,EONET_6875,"Heart Lake Camp Fire Wildfire, Lake, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6875,https://irwin.doi.gov/observer/,2024-06-10,"[-120.8387, 42.2573]"
123,EONET_6883,"Beaver Creek Wildfire, Oneida, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6883,https://irwin.doi.gov/observer/,2024-06-10,"[-89.28561, 45.58691]"
124,EONET_6888,"FALSE ALARM Wildfire, Los Angeles, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6888,https://irwin.doi.gov/observer/,2024-06-10,"[-118.2059, 34.221009]"
125,EONET_6889,"Drake Wildfire, Maricopa, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6889,https://irwin.doi.gov/observer/,2024-06-10,"[-111.946942, 33.256332]"
126,EONET_6894,"Peacock Wildfire, Mohave, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6894,https://irwin.doi.gov/observer/,2024-06-10,"[-113.7994, 35.3187]"
127,EONET_6902,"CRAWFISH Wildfire, Fresno, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6902,https://irwin.doi.gov/observer/,2024-06-10,"[-119.376299, 36.719509]"
128,EONET_6903,"Butler Rd Slash Wildfire, Lane, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6903,https://irwin.doi.gov/observer/,2024-06-10,"[-123.390735, 44.12105]"
129,EONET_6907,"RAILROAD Wildfire, Shasta, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6907,https://irwin.doi.gov/observer/,2024-06-10,"[-122.38896, 40.557538]"
130,EONET_6910,"TRAINING Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6910,https://irwin.doi.gov/observer/,2024-06-10,"[-115.768204, 35.41111]"
131,EONET_6912,"Christi Court Wildfire, Brevard, Florida",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6912,https://irwin.doi.gov/observer/,2024-06-10,"[-80.843833, 28.6035]"
132,EONET_6914,"BLUEBELL Wildfire, Valencia, New Mexico",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6914,https://irwin.doi.gov/observer/,2024-06-10,"[-106.7646, 34.74559]"
133,EONET_6925,"School 124 Wildfire, Mohave, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6925,https://irwin.doi.gov/observer/,2024-06-09,"[-113.425844, 35.53435]"
134,EONET_6663,Wildfire in The Democratic Republic of Congo 1019820,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6663,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019820,2024-06-09,"[19.524549447533417, -6.321017773009712]"
135,EONET_6667,Wildfire in Australia 1019829,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6667,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019829,2024-06-09,"[145.97078668581128, -19.151149710433955]"
136,EONET_6668,Wildfire in Australia 1019830,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6668,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019830,2024-06-09,"[144.90579302774964, -16.609373940490848]"
137,EONET_6669,Wildfire in Angola 1019823,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6669,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019823,2024-06-09,"[21.72731383847351, -8.627310716730873]"
138,EONET_6670,Wildfire in The Democratic Republic of Congo 1019824,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6670,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019824,2024-06-09,"[27.01164841093055, -8.744141171555189]"
139,EONET_6680,"Wildfire in Paraguay, Brazil 1019838",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6680,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019838,2024-06-09,"[-57.83145858799635, -20.9432944839143]"
140,EONET_6694,Wildfire in Australia 1019852,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6694,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019852,2024-06-09,"[126.96293200047403, -14.447093138560433]"
141,EONET_6954,"0205 RV Wildfire, Crook, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6954,https://irwin.doi.gov/observer/,2024-06-09,"[-120.129216, 43.996779]"
142,EONET_6961,"Springhill Wildfire, Leon, Florida",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6961,https://irwin.doi.gov/observer/,2024-06-09,"[-84.356583, 30.3757]"
143,EONET_6972,"Greasewood Wildfire, Pinal, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6972,https://irwin.doi.gov/observer/,2024-06-09,"[-111.574735, 33.03132]"
144,EONET_6979,"Bills Hill Wildfire, Volusia, Florida",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6979,https://irwin.doi.gov/observer/,2024-06-09,"[-80.607713, 28.392218]"
145,EONET_6982,"Highway Wildfire, Maricopa, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6982,https://irwin.doi.gov/observer/,2024-06-09,"[-111.952003, 33.259701]"
146,EONET_7006,"Tumbleweed Wildfire, Cochise, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7006,https://irwin.doi.gov/observer/,2024-06-08,"[-109.749395, 31.543698]"
147,EONET_7009,"TEN MILE Wildfire, Benton, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7009,https://irwin.doi.gov/observer/,2024-06-08,"[-119.450893, 46.361331]"
148,EONET_7025,"Owl Wildfire, Yukon-Koyukuk, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7025,https://irwin.doi.gov/observer/,2024-06-08,"[-142.17, 66.15]"
149,EONET_6674,Wildfire in Russian Federation 1019832,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6674,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019832,2024-06-08,"[136.05409473202397, 62.79173199039873]"
150,EONET_8144,Wildfire in Australia 1019860,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8144,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019860,2024-06-08,"[143.418907645641, -17.218158897120496]"
151,EONET_7034,"McDonald Wildfire, Fairbanks North Star, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7034,https://irwin.doi.gov/observer/,2024-06-08,"[-147.21692, 64.40688]"
152,EONET_7035,"PIONEER Wildfire, Chelan, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7035,https://irwin.doi.gov/observer/,2024-06-08,"[-120.546799, 48.199206]"
153,EONET_7041,"GRIZZLY Wildfire, Nevada, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7041,https://irwin.doi.gov/observer/,2024-06-08,"[-120.88991, 39.402733]"
154,EONET_7042,"Top Wildfire, Gila, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7042,https://irwin.doi.gov/observer/,2024-06-08,"[-110.589, 33.3708]"
155,EONET_7044,"Lutheran Wildfire, Gila, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7044,https://irwin.doi.gov/observer/,2024-06-08,"[-110.45, 33.3071]"
156,EONET_7050,"Bear Wildfire, Gila, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7050,https://irwin.doi.gov/observer/,2024-06-08,"[-110.522289, 33.934414]"
157,EONET_7051,"BULLARDS Wildfire, Yuba, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7051,https://irwin.doi.gov/observer/,2024-06-08,"[-121.073112, 39.464824]"
158,EONET_7060,"Vekol Wildfire, Maricopa, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7060,https://irwin.doi.gov/observer/,2024-06-08,"[-112.257004, 32.840302]"
159,EONET_7072,"Owl Head Wildfire, Pinal, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7072,https://irwin.doi.gov/observer/,2024-06-08,"[-111.128, 32.576]"
160,EONET_7084,"SPRINGS Wildfire, Siskiyou, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7084,https://irwin.doi.gov/observer/,2024-06-07,"[-122.520453, 41.474683]"
161,EONET_7092,"Cienega Creek Wildfire, Apache, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7092,https://irwin.doi.gov/observer/,2024-06-07,"[-109.296455, 33.800217]"
162,EONET_7103,"Mesa Creek Wildfire, Mesa, Colorado",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7103,https://irwin.doi.gov/observer/,2024-06-07,"[-108.143062, 39.15743]"
163,EONET_7106,"Antone Wildfire, Catron, New Mexico",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7106,https://irwin.doi.gov/observer/,2024-06-07,"[-108.357917, 34.031095]"
164,EONET_7111,"Stevens Wildfire, Yukon-Koyukuk, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7111,https://irwin.doi.gov/observer/,2024-06-07,"[-150.934167, 65.308]"
165,EONET_7115,"DRY CANYON Wildfire, Socorro, New Mexico",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7115,https://irwin.doi.gov/observer/,2024-06-07,"[-107.431325, 33.887073]"
166,EONET_7116,"DOG Wildfire, Nevada, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7116,https://irwin.doi.gov/observer/,2024-06-07,"[-120.144499, 39.41666]"
167,EONET_6654,Wildfire in Russian Federation 1019811,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6654,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019811,2024-06-07,"[136.20582288974563, 62.90873107616096]"
168,EONET_6671,Wildfire in The Democratic Republic of Congo 1019825,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6671,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019825,2024-06-07,"[18.22438570474103, -6.834666712799098]"
169,EONET_6675,Wildfire in The Democratic Republic of Congo 1019833,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6675,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019833,2024-06-07,"[22.804279480971644, -7.614658790039379]"
170,EONET_7120,"GARLOCK Wildfire, Fresno, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7120,https://irwin.doi.gov/observer/,2024-06-07,"[-119.514348, 36.991558]"
171,EONET_7134,"RAINING Wildfire, Santa Fe, New Mexico",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7134,https://irwin.doi.gov/observer/,2024-06-07,"[-106.284159, 35.121103]"
172,EONET_7139,"RIVER VIEW Wildfire, Yakima, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7139,https://irwin.doi.gov/observer/,2024-06-07,"[-120.512776, 46.633627]"
173,EONET_7148,"DELKENA Wildfire, Pend Oreille, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7148,https://irwin.doi.gov/observer/,2024-06-07,"[-117.315694, 48.389221]"
174,EONET_7152,"Strock Wildfire, Converse, Wyoming",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7152,https://irwin.doi.gov/observer/,2024-06-07,"[-105.504598, 42.781435]"
175,EONET_7162,"Mosquito Mayhem Wildfire, Douglas, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7162,https://irwin.doi.gov/observer/,2024-06-07,"[-92.204, 46.57187]"
176,EONET_7163,"Mosquito Mayhem Wildfire, Douglas, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7163,https://irwin.doi.gov/observer/,2024-06-07,"[-92.204, 46.57187]"
177,EONET_7164,"Gobbler Peak Wildfire, Apache, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7164,https://irwin.doi.gov/observer/,2024-06-07,"[-109.251867, 33.926267]"
178,EONET_7178,"King Wildfire, Osage, Oklahoma",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7178,https://irwin.doi.gov/observer/,2024-06-07,"[-96.669167, 36.561111]"
179,EONET_7181,"MM 155 Wildfire, Sweetwater, Wyoming",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7181,https://irwin.doi.gov/observer/,2024-06-07,"[-108.350258, 41.631699]"
180,EONET_7187,"Say-HI Wildfire, Washburn, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7187,https://irwin.doi.gov/observer/,2024-06-07,"[-91.78794, 45.97121]"
181,EONET_7195,"TEMPLIN Wildfire, Los Angeles, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7195,https://irwin.doi.gov/observer/,2024-06-07,"[-118.6884, 34.57014]"
182,EONET_7204,"VEG/JK/89A Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7204,https://irwin.doi.gov/observer/,2024-06-06,"[-117.631393, 34.593929]"
183,EONET_7216,"155 Wildfire, Kern, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7216,https://irwin.doi.gov/observer/,2024-06-06,"[-118.544794, 35.754241]"
184,EONET_7226,"ASSIST/STODDARD Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7226,https://irwin.doi.gov/observer/,2024-06-06,"[-117.289856, 34.554691]"
185,EONET_6642,Wildfire in Australia 1019803,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6642,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019803,2024-06-06,"[134.10774812831934, -12.083547147354954]"
186,EONET_7230,"Combination 2 Wildfire, Granite, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7230,https://irwin.doi.gov/observer/,2024-06-06,"[-113.447, 46.4214]"
187,EONET_7235,"Fossil Wildfire, Yukon-Koyukuk, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7235,https://irwin.doi.gov/observer/,2024-06-06,"[-147.461867, 65.476417]"
188,EONET_7239,"US 2 mm611 Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7239,https://irwin.doi.gov/observer/,2024-06-06,"[-105.221493, 48.11298]"
189,EONET_7240,"Dry Forks Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7240,https://irwin.doi.gov/observer/,2024-06-06,"[-105.606705, 48.104646]"
190,EONET_7242,"US 2 mm610 Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7242,https://irwin.doi.gov/observer/,2024-06-06,"[-105.240582, 48.115867]"
191,EONET_7243,"ST HELENA HWY S RUTHERFORD Wildfire, Napa, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7243,https://irwin.doi.gov/observer/,2024-06-06,"[-122.151912, 38.449172]"
192,EONET_7244,"A Street West Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7244,https://irwin.doi.gov/observer/,2024-06-06,"[-105.199018, 48.107816]"
193,EONET_7245,"US 2 mm609 Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7245,https://irwin.doi.gov/observer/,2024-06-06,"[-105.242624, 48.116269]"
194,EONET_7246,"Poplar Rapid Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7246,https://irwin.doi.gov/observer/,2024-06-06,"[-105.19932, 48.11563]"
195,EONET_7248,"Dirt Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7248,https://irwin.doi.gov/observer/,2024-06-06,"[-105.636519, 48.081875]"
196,EONET_7249,"VEG/BO/82A Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7249,https://irwin.doi.gov/observer/,2024-06-06,"[-117.171494, 34.57534]"
197,EONET_7255,"Little Kobuk Wildfire, Northwest Arctic, Alaska",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7255,https://irwin.doi.gov/observer/,2024-06-06,"[-158.3, 67.023]"
198,EONET_7260,"BRAVO FIRE Wildfire, Coconino, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7260,https://irwin.doi.gov/observer/,2024-06-06,"[-111.823145, 35.192143]"
199,EONET_7261,"I-5 MM 51 NB Wildfire, Jackson, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7261,https://irwin.doi.gov/observer/,2024-06-06,"[-123.2018333, 42.42333333]"
200,EONET_7264,"MARKET Wildfire, Spokane, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7264,https://irwin.doi.gov/observer/,2024-06-06,"[-117.3563, 47.764888]"
201,EONET_7272,"Dutchy Way 403 Wildfire, Josephine, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7272,https://irwin.doi.gov/observer/,2024-06-06,"[-123.519343, 42.4256503]"
202,EONET_7275,"Old Hwy 99 MM1 Wildfire, Josephine, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7275,https://irwin.doi.gov/observer/,2024-06-06,"[-123.3718333, 42.5715]"
203,EONET_7277,"Scattering Springs Wildfire, Teton, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7277,https://irwin.doi.gov/observer/,2024-06-06,"[-112.828367, 47.61855]"
204,EONET_7278,"Sanitary Landfill Wildfire, Roosevelt, Montana",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7278,https://irwin.doi.gov/observer/,2024-06-06,"[-105.660833, 48.095278]"
205,EONET_7279,"Sunflower Lane 180 Wildfire, Josephine, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7279,https://irwin.doi.gov/observer/,2024-06-06,"[-123.3584315, 42.4878218]"
206,EONET_7280,"Easy Lane Wildfire, Lane, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7280,https://irwin.doi.gov/observer/,2024-06-06,"[-122.9235, 44.07816667]"
207,EONET_7293,"WARREN Wildfire, Calaveras, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7293,https://irwin.doi.gov/observer/,2024-06-05,"[-120.922042, 38.102942]"
208,EONET_7313,"training Wildfire, Del Norte, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7313,https://irwin.doi.gov/observer/,2024-06-05,"[-123.818001, 41.883499]"
209,EONET_7315,"GIRD 3 Wildfire, San Diego, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7315,https://irwin.doi.gov/observer/,2024-06-05,"[-117.195115, 33.315333]"
210,EONET_6643,Wildfire in Australia 1019804,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6643,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019804,2024-06-05,"[133.73476387483976, -13.848150833672523]"
211,EONET_6644,Wildfire in Australia 1019805,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6644,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019805,2024-06-05,"[134.12150373926113, -11.96769577790554]"
212,EONET_6655,Wildfire in Australia 1019812,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6655,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019812,2024-06-05,"[150.26053553971445, -22.49859268775955]"
213,EONET_8145,Wildfire in Australia 1019861,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_8145,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019861,2024-06-05,"[133.38388871959586, -13.788948021841678]"
214,EONET_7333,"OVERPASS Wildfire, Malheur, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7333,https://irwin.doi.gov/observer/,2024-06-05,"[-117.144729, 44.197902]"
215,EONET_7335,"CHERRY 2 Wildfire, Los Angeles, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7335,https://irwin.doi.gov/observer/,2024-06-05,"[-118.793017, 34.761333]"
216,EONET_7347,"Duggan Rd 13515 Wildfire, Jackson, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7347,https://irwin.doi.gov/observer/,2024-06-05,"[-122.9516, 42.51338333]"
217,EONET_7356,"Sourdough Wildfire, La Paz, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7356,https://irwin.doi.gov/observer/,2024-06-05,"[-114.507751, 33.66055]"
218,EONET_7359,"Johns Coffee Wildfire, Douglas, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7359,https://irwin.doi.gov/observer/,2024-06-05,"[-123.0326167, 42.9962]"
219,EONET_7362,"Lozier Creek Wildfire, Josephine, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7362,https://irwin.doi.gov/observer/,2024-06-05,"[-123.475833, 42.558]"
220,EONET_7363,"County X Wildfire, Burnett, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7363,https://irwin.doi.gov/observer/,2024-06-05,"[-92.2693, 45.86374]"
221,EONET_7366,"HOLKOMA Wildfire, Fresno, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7366,https://irwin.doi.gov/observer/,2024-06-05,"[-119.325112, 36.9679]"
222,EONET_7377,"Saddle Wildfire, Maricopa, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7377,https://irwin.doi.gov/observer/,2024-06-04,"[-113.022867, 33.471529]"
223,EONET_7390,"Labumba Wildfire, Graham, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7390,https://irwin.doi.gov/observer/,2024-06-04,"[-110.457244, 33.297982]"
224,EONET_6645,Wildfire in Brazil 1019799,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6645,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019799,2024-06-04,"[-57.37297620876067, -18.814369531110685]"
225,EONET_6664,Wildfire in Australia 1019821,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6664,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019821,2024-06-04,"[143.61116708616163, -16.06831138557582]"
226,EONET_6676,Wildfire in Brazil 1019834,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6676,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019834,2024-06-04,"[-57.84113994357956, -19.892361764432856]"
227,EONET_7411,"LAURENTIAN Wildfire, Nevada, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7411,https://irwin.doi.gov/observer/,2024-06-04,"[-120.89552, 39.309948]"
228,EONET_7412,"Thunderstorm Wildfire, Iron, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7412,https://irwin.doi.gov/observer/,2024-06-04,"[-90.1063, 46.18035]"
229,EONET_7415,"ASSIST/BDC/SMOKETREE Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7415,https://irwin.doi.gov/observer/,2024-06-04,"[-117.379791, 34.440926]"
230,EONET_7421,"Livingston Rd 4075 Wildfire, Jackson, Oregon",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7421,https://irwin.doi.gov/observer/,2024-06-04,"[-122.9785, 42.32833333]"
231,EONET_7432,"FALSE ALARM Wildfire, Los Angeles, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7432,https://irwin.doi.gov/observer/,2024-06-04,"[-118.671, 34.5785]"
232,EONET_7437,"Halstead Wildfire, Tulare, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7437,https://irwin.doi.gov/observer/,2024-06-04,"[-118.7865, 36.615667]"
233,EONET_7440,"KENNEDY Wildfire, Tulare, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7440,https://irwin.doi.gov/observer/,2024-06-04,"[-118.8125, 36.032778]"
234,EONET_7448,"HELLMAN AV / RIVER RD Wildfire, Riverside, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7448,https://irwin.doi.gov/observer/,2024-06-04,"[-117.617327, 33.924221]"
235,EONET_7461,"ASSIST/RRU/62A Wildfire, Riverside, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7461,https://irwin.doi.gov/observer/,2024-06-03,"[-114.6737, 33.7365]"
236,EONET_7470,"Bellmont Wildfire, Coconino, Arizona",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7470,https://irwin.doi.gov/observer/,2024-06-03,"[-111.833233, 35.2482]"
237,EONET_6641,"Wildfire in Brazil, Bolivia 1019798",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6641,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019798,2024-06-03,"[-57.75358205652401, -18.898720010358094]"
238,EONET_6646,Wildfire in Australia 1019806,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6646,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019806,2024-06-03,"[144.6657452766051, -16.90141406977167]"
239,EONET_6647,Wildfire in Australia 1019800,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6647,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019800,2024-06-03,"[136.27170574062526, -16.555345257617798]"
240,EONET_6648,Wildfire in Russian Federation 1019807,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6648,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019807,2024-06-03,"[127.44798146132302, 53.676452208880654]"
241,EONET_6656,Wildfire in Russian Federation 1019815,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6656,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019815,2024-06-03,"[120.95407164417949, 55.2918153966244]"
242,EONET_6657,Wildfire in Australia 1019813,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6657,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019813,2024-06-03,"[144.70858120285877, -17.218098619466126]"
243,EONET_6658,Wildfire in Brazil 1019814,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_6658,https://www.gdacs.org/report.aspx?eventtype=WF&amp;eventid=1019814,2024-06-03,"[-57.52092101592915, -18.49604907313514]"
244,EONET_7491,"PALISADES ORCHARD Wildfire, Douglas, Washington",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7491,https://irwin.doi.gov/observer/,2024-06-03,"[-120.037399, 47.313376]"
245,EONET_7493,"ASSIST/BDC/83A Wildfire, San Bernardino, California",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7493,https://irwin.doi.gov/observer/,2024-06-03,"[-117.016208, 34.480625]"
246,EONET_7496,"Schultz Wildfire, Washburn, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7496,https://irwin.doi.gov/observer/,2024-06-03,"[-91.554, 45.83429]"
247,EONET_7499,"Murphy Wildfire, Sawyer, Wisconsin",https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_7499,https://irwin.doi.gov/observer/,2024-06-03,"[-91.2528, 46.10346]"
