Asteroid ID,Name,Est diameter (km),Potentially hazardous?,Closest approach date,Approach velocity (kps),How much did the asteroid miss us by? (km),For more info on this asteroid: 
54382890,(2023 RA8),0.03,False,2024-01-27,6.45,32903459.07,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54382890
54383306,(2023 RA13),0.04,False,2024-01-27,3.15,18158487.5,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54383306
54421075,(2024 BJ),0.02,False,2024-01-27,6.35,353564.08,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421075
54421389,(2024 BF1),0.09,False,2024-01-27,26.02,4018425.97,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421389
54423138,(2024 BB4),0.03,False,2024-01-27,10.48,11886177.89,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423138
54423311,(2024 BP4),0.02,False,2024-01-27,11.25,3012301.02,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423311
54423320,(2024 BC5),0.05,False,2024-01-27,12.43,2579700.84,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423320
54423321,(2024 BD5),0.07,False,2024-01-27,4.66,18571527.57,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423321
54426235,(2024 CB3),0.04,False,2024-01-27,3.96,23370037.94,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426235
54432468,(2024 FL5),0.23,False,2024-01-27,15.67,56170916.28,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54432468
2666360,666360 (2010 FC6),0.39,False,2024-01-27,19.45,74539243.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2666360
3183847,(2004 LO2),0.04,False,2024-01-22,19.14,47061356.28,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3183847
3557196,(2011 CC22),0.25,True,2024-01-22,17.9,59225836.66,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3557196
3790065,(2017 WT28),0.01,False,2024-01-22,3.87,13897421.32,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3790065
3838241,(2019 CF4),0.02,False,2024-01-22,15.23,61346269.38,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3838241
54101721,(2020 YK3),0.02,False,2024-01-22,6.59,9419521.89,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54101721
54212941,(2021 UB3),0.02,False,2024-01-22,16.62,54137889.1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54212941
54418440,(2023 YU1),0.23,False,2024-01-22,21.4,19995160.08,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54418440
54421078,(2024 BM),0.02,False,2024-01-22,5.98,3034029.68,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421078
54421917,(2024 BG2),0.02,False,2024-01-22,31.6,554989.4,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421917
54422161,(2024 BR2),0.02,False,2024-01-22,4.04,292974.32,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54422161
54423141,(2024 BD4),0.02,False,2024-01-22,1.91,798313.19,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423141
54423505,(2024 BX5),0.01,False,2024-01-22,2.81,6784260.56,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423505
54426896,(2024 CZ6),0.04,False,2024-01-22,5.15,4024026.58,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426896
54435211,(2023 HO36),0.0,False,2024-01-22,8.37,57384768.41,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54435211
