Asteroid ID,Name,Est diameter (km),Potentially hazardous?,Closest approach date,Approach velocity (kps),How much did the asteroid miss us by? (km),For more info on this asteroid: 
54421391,(2024 BH1),0.03,False,2024-01-16,19.59,2847988.88,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421391
54427184,(2024 CM8),0.19,False,2024-01-16,18.46,18567342.22,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54427184
2264357,264357 (2000 AZ93),0.25,True,2024-01-19,24.01,72841929.28,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2264357
2308041,308041 (2004 TN),0.69,False,2024-01-19,12.17,35395665.41,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2308041
3440320,(2008 WL60),1.12,False,2024-01-19,10.74,54627067.25,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3440320
3484044,(2009 YV6),0.29,False,2024-01-19,8.29,67194176.66,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3484044
3554011,(2010 XX72),0.17,False,2024-01-19,19.94,54861155.64,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3554011
3599866,(2012 DK31),0.17,True,2024-01-19,25.73,56199169.91,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3599866
3739413,(2016 AU65),0.12,False,2024-01-19,12.47,31960737.23,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3739413
3739414,(2016 AW65),0.06,False,2024-01-19,5.08,19866194.72,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3739414
3781443,(2017 RD15),0.51,False,2024-01-19,9.39,27698332.78,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3781443
54016545,(2020 HF),0.04,False,2024-01-19,18.59,51119414.22,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54016545
54106083,(2021 BA),0.03,False,2024-01-19,7.77,14107721.13,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54106083
54408023,(2023 WH2),0.2,False,2024-01-19,6.86,23638713.71,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54408023
54415871,(2023 XA8),0.12,False,2024-01-19,9.71,10353028.35,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54415871
54419694,(2024 AP2),0.05,False,2024-01-19,5.89,1542090.25,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54419694
54419809,(2024 AE3),0.05,False,2024-01-19,7.52,4233297.46,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54419809
54421066,(2024 BD),0.04,False,2024-01-19,22.51,2734991.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421066
54426467,(2024 CA4),0.03,False,2024-01-19,10.48,6254151.35,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426467
2523657,523657 (2012 DJ4),0.36,False,2024-01-18,4.16,65624920.26,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2523657
3077026,(2001 KM20),0.07,False,2024-01-18,8.09,67109929.92,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3077026
3252917,(2004 RQ252),0.14,False,2024-01-18,11.91,46960953.4,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3252917
3255980,(2004 TP1),0.31,True,2024-01-18,9.26,33871388.81,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3255980
3283227,(2005 MR5),0.39,False,2024-01-18,20.83,64144522.92,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3283227
3370286,(2007 EV),0.04,False,2024-01-18,8.8,63388576.58,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3370286
3792468,(2017 YH),1.02,False,2024-01-18,11.61,27297254.4,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3792468
3837826,(2019 AM10),0.04,False,2024-01-18,3.48,17293438.82,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3837826
54111251,(2021 CO3),0.03,False,2024-01-18,11.34,48746443.17,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54111251
54265872,(2022 FF2),0.1,False,2024-01-18,11.06,50318670.39,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54265872
2612856,612856 (2004 TP1),0.3,True,2024-01-18,9.26,33871389.26,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2612856
54375409,(2023 OF),0.05,False,2024-01-18,8.22,60370702.49,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54375409
54376545,(2023 OF6),0.5,True,2024-01-18,24.21,73221067.08,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54376545
54419181,(2023 YH2),0.14,False,2024-01-18,7.25,22050765.86,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54419181
54421390,(2024 BG1),0.47,False,2024-01-18,22.76,61561576.17,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421390
54421650,(2024 BW1),0.04,False,2024-01-18,4.98,2489928.65,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421650
54421912,(2024 BA2),0.08,False,2024-01-18,9.19,24287735.81,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421912
54423511,(2024 CD),0.03,False,2024-01-18,10.17,3351822.54,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423511
2678861,678861 (2017 YH),1.02,False,2024-01-18,11.61,27297253.58,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2678861
2001685,1685 Toro (1948 OA),5.99,False,2024-01-20,16.17,19905935.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2001685
2483508,483508 (2003 CR1),0.43,True,2024-01-20,11.91,12757787.94,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2483508
3327141,(2006 EW52),0.14,False,2024-01-20,6.71,60209776.38,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3327141
3596145,(2012 BV26),0.16,False,2024-01-20,11.12,35399473.78,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3596145
3732669,(2015 UH52),0.03,False,2024-01-20,11.67,12542782.25,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3732669
3825180,(2018 LM4),0.77,False,2024-01-20,17.98,34398918.08,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3825180
54051316,(2020 QT3),0.53,False,2024-01-20,26.07,34706013.8,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54051316
54087575,(2020 UG7),0.56,False,2024-01-20,12.34,58076613.12,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54087575
54100694,(2020 YT),0.03,False,2024-01-20,23.97,65712118.37,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54100694
54278317,(2022 JL1),0.02,False,2024-01-20,14.36,62984797.63,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54278317
54415869,(2023 XX7),0.06,False,2024-01-20,6.26,7823906.95,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54415869
54421065,(2024 BC),0.02,False,2024-01-20,18.89,847089.68,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421065
54421077,(2024 BL),0.02,False,2024-01-20,18.84,1790567.8,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421077
54421644,(2024 BQ1),0.0,False,2024-01-20,6.6,345215.23,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421644
54422164,(2024 BU2),0.1,False,2024-01-20,7.52,13553751.73,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54422164
2068350,68350 (2001 MK3),2.54,False,2024-01-21,16.56,60922713.68,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2068350
3295786,(2005 UL),0.75,False,2024-01-21,21.93,64200891.37,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3295786
3432638,(2008 UQ),0.23,False,2024-01-21,13.9,31713416.09,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3432638
3574783,(2011 PS),0.36,True,2024-01-21,22.5,57653328.64,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3574783
3771019,(2017 ED3),0.06,False,2024-01-21,6.05,17081994.55,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3771019
3789676,(2017 WA15),0.73,False,2024-01-21,20.58,30088354.43,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3789676
3837859,(2019 AN11),0.04,False,2024-01-21,18.79,57543127.92,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3837859
54375772,(2023 OW1),0.15,False,2024-01-21,6.9,54138311.25,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54375772
54380886,(2023 RB2),0.18,False,2024-01-21,12.17,69771966.3,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54380886
54416590,(2023 XX11),0.28,False,2024-01-21,14.36,31598808.48,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54416590
54416852,(2023 XQ13),0.14,False,2024-01-21,11.37,11131375.95,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54416852
54419608,(2024 AH2),0.08,False,2024-01-21,5.34,10767899.21,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54419608
54421388,(2024 BE1),0.01,False,2024-01-21,9.77,815119.31,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421388
54423146,(2024 BO4),0.12,False,2024-01-21,9.54,20814180.07,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423146
54423786,(2024 CL),0.04,False,2024-01-21,13.34,4945092.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423786
54426240,(2024 CF3),0.02,False,2024-01-21,4.37,3216954.29,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426240
3459797,(2009 JM2),0.58,False,2024-01-24,19.86,61504800.65,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3459797
3597098,(2012 BE124),0.58,False,2024-01-24,39.73,39194790.16,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3597098
3704075,(2014 YP44),0.03,False,2024-01-24,8.98,24152404.66,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3704075
3736807,(2015 YA),0.01,False,2024-01-24,6.89,35927976.42,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3736807
3738971,(2015 YE2),0.04,False,2024-01-24,6.91,29985059.87,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3738971
3739078,(2015 YM10),0.47,False,2024-01-24,32.59,41481353.02,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3739078
3893720,(2019 WP4),0.06,False,2024-01-24,10.64,74365305.26,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3893720
54054332,(2020 RA7),0.02,False,2024-01-24,12.87,32846662.14,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54054332
54106085,(2021 BC),0.06,False,2024-01-24,16.61,23770828.62,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54106085
54282205,(2022 LK1),0.1,False,2024-01-24,17.4,64555448.14,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54282205
54314207,(2022 TX1),0.08,False,2024-01-24,11.09,23299528.89,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54314207
54341459,(2023 CY),0.02,False,2024-01-24,10.1,54016655.66,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54341459
54412464,(2023 XM),0.28,False,2024-01-24,15.94,43865086.1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54412464
54421652,(2024 AL6),0.03,False,2024-01-24,27.02,2088880.06,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421652
54421396,(2024 BN1),0.03,False,2024-01-24,7.11,13535870.28,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421396
54423049,(2024 BQ3),0.02,False,2024-01-24,8.66,1837874.43,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423049
54423054,(2024 BW3),0.04,False,2024-01-24,5.39,15818431.76,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423054
54423055,(2024 BY3),0.07,False,2024-01-24,2.45,41861228.58,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423055
54423145,(2024 BN4),0.06,False,2024-01-24,9.43,16492510.54,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423145
54426228,(2024 CV2),0.13,False,2024-01-24,16.61,28784248.6,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426228
2524391,524391 (2002 AD2),0.33,False,2024-01-23,19.75,45129680.92,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2524391
3172327,(2004 BH11),0.07,False,2024-01-23,4.91,47266712.25,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3172327
3709250,(2015 BY512),0.22,False,2024-01-23,17.7,46887872.53,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3709250
3795107,(2017 YL6),0.12,False,2024-01-23,16.35,33008101.99,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3795107
3843536,(2019 PM2),0.19,False,2024-01-23,21.3,73075824.14,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3843536
3989188,(2020 BJ8),0.06,False,2024-01-23,17.15,33661907.64,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3989188
54051346,(2020 QR4),0.06,False,2024-01-23,18.21,62709632.87,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54051346
54107794,(2021 BL3),0.05,False,2024-01-23,23.39,6597084.87,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54107794
54239783,(2022 BS),0.07,False,2024-01-23,22.04,23794004.5,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54239783
54246385,(2022 CZ4),0.07,False,2024-01-23,2.26,55395799.04,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54246385
54265620,(2022 FH1),0.06,False,2024-01-23,3.68,69868835.11,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54265620
54349273,(2023 EY2),0.48,False,2024-01-23,25.03,66049996.31,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54349273
54375585,(2023 OS),0.06,False,2024-01-23,11.64,49179660.05,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54375585
54404083,(2023 VO5),0.24,True,2024-01-23,12.33,39007744.89,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54404083
54416963,(2023 XV14),0.12,False,2024-01-23,1.55,25240109.81,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54416963
54417552,(2023 YL),0.26,True,2024-01-23,19.13,35143304.74,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54417552
54421079,(2024 BN),0.04,False,2024-01-23,12.87,9463444.27,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421079
54421386,(2024 BA1),0.02,False,2024-01-23,6.38,3271794.61,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421386
54423053,(2024 BV3),0.02,False,2024-01-23,12.82,3436066.67,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423053
54423136,(2024 BZ3),0.01,False,2024-01-23,5.71,938167.39,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423136
54423783,(2024 CJ),0.04,False,2024-01-23,6.42,3605748.9,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423783
54423946,(2024 CC1),0.06,False,2024-01-23,3.09,19105860.21,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423946
54439420,(2024 JQ),0.04,False,2024-01-23,4.36,28725786.39,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54439420
2163693,163693 Atira (2003 CP20),2.25,False,2024-01-26,17.37,33600363.54,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2163693
3471216,(2009 TQ),0.03,False,2024-01-26,13.45,55021576.85,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3471216
3556206,(2011 CQ1),0.0,False,2024-01-26,4.62,4328877.11,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3556206
3596262,(2012 BX34),0.01,False,2024-01-26,18.5,44118483.51,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3596262
3673977,(2014 MA18),0.03,False,2024-01-26,13.33,55737019.62,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3673977
3705040,(2015 BA93),0.26,False,2024-01-26,12.51,28613287.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3705040
3767310,(2017 BU32),0.02,False,2024-01-26,14.42,36164281.73,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3767310
3836251,(2018 VB10),0.03,False,2024-01-26,5.62,42059665.92,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3836251
54145460,(2021 JG6),0.07,False,2024-01-26,17.25,63249292.27,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54145460
54294032,(2022 PK1),0.04,False,2024-01-26,10.18,28585644.32,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54294032
54382905,(2023 RN9),0.01,False,2024-01-26,5.62,36385784.39,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54382905
54408199,(2023 WY2),0.71,False,2024-01-26,13.05,68849075.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54408199
54422950,(2024 BC3),0.16,False,2024-01-26,17.89,7422276.81,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54422950
54423318,(2024 BA5),0.03,False,2024-01-26,8.78,2766491.43,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423318
54423504,(2024 CA),0.06,False,2024-01-26,3.84,31417759.48,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423504
54426232,(2024 CY2),0.03,False,2024-01-26,4.84,15360161.06,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426232
54428583,(2024 DS1),0.35,False,2024-01-26,17.35,40247464.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54428583
2418265,418265 (2008 EA32),2.18,False,2024-01-25,18.73,62161537.59,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2418265
2505657,505657 (2014 SR339),0.87,True,2024-01-25,16.47,63956600.38,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2505657
3620469,(2012 XS93),0.44,False,2024-01-25,26.07,15888845.74,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3620469
3743896,(2016 CM246),0.33,False,2024-01-25,30.75,26961837.4,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3743896
3767316,(2017 BN91),0.05,False,2024-01-25,11.35,21545932.53,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3767316
3767322,(2017 BG92),0.01,False,2024-01-25,6.29,4502103.24,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3767322
3838041,(2019 BV3),0.04,False,2024-01-25,15.51,28419988.24,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3838041
3989284,(2020 BW12),0.03,False,2024-01-25,12.69,46520517.76,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3989284
54106310,(2021 BZ),0.05,False,2024-01-25,16.77,20133799.47,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54106310
54161317,(2021 LL15),0.02,False,2024-01-25,13.04,52320229.89,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54161317
54213623,(2021 UL4),0.06,False,2024-01-25,11.32,28021728.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54213623
54340314,(2023 BP6),0.07,False,2024-01-25,13.71,28341602.61,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54340314
54351256,(2023 FS2),0.11,False,2024-01-25,9.34,61459965.61,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54351256
54421914,(2024 BD2),0.08,False,2024-01-25,12.77,19424897.61,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54421914
54423323,(2024 BF5),0.04,False,2024-01-25,12.3,5875694.09,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423323
54423509,(2024 CC),0.04,False,2024-01-25,5.87,3916548.28,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423509
54427940,(2024 DU),0.24,False,2024-01-25,16.76,46327165.25,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54427940
2152742,152742 (1998 XE12),0.65,False,2024-01-28,24.95,17412222.05,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2152742
2175706,175706 (1996 FG3),0.93,True,2024-01-28,9.85,63027270.99,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2175706
2476904,476904 (2008 WK32),0.65,False,2024-01-28,13.79,44267980.7,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2476904
3596682,(2012 BL77),0.09,False,2024-01-28,30.01,63116189.03,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3596682
3769438,(2017 BG136),0.03,False,2024-01-28,18.79,57501280.13,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3769438
54240420,(2022 BM4),0.32,False,2024-01-28,28.4,51319498.69,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54240420
54305658,(2022 SR4),0.03,False,2024-01-28,9.23,40961834.29,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54305658
54341646,(2023 DA),0.02,False,2024-01-28,3.96,21642004.81,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54341646
54382906,(2023 RO9),0.03,False,2024-01-28,9.5,58396506.13,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54382906
54403793,(2023 VV3),0.15,False,2024-01-28,12.11,23258289.95,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54403793
54419015,(2024 AQ),0.26,True,2024-01-28,14.5,17013127.32,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54419015
54420626,(2024 AP4),0.29,True,2024-01-28,22.61,17923864.19,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54420626
54420789,(2024 AU4),0.1,False,2024-01-28,17.42,6306071.64,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54420789
54423047,(2024 BP3),0.01,False,2024-01-28,13.67,708455.02,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423047
54423829,(2024 CR),0.02,False,2024-01-28,10.24,2599481.57,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54423829
54425948,(2024 CW1),0.02,False,2024-01-28,8.32,6522980.87,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54425948
54426080,(2024 CU2),0.09,False,2024-01-28,12.46,25022901.5,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426080
54426239,(2024 CE3),0.04,False,2024-01-28,6.64,12842913.47,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426239
54426477,(2024 CO4),0.02,False,2024-01-28,11.47,2994074.81,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54426477
54427938,(2024 BW17),0.08,False,2024-01-28,13.54,22106449.97,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54427938
2382825,382825 (2003 XB22),0.59,True,2024-01-27,15.84,61020855.94,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2382825
3512347,(2010 FC6),0.39,False,2024-01-27,19.45,74539243.2,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3512347
3624597,(2013 BV15),0.06,False,2024-01-27,14.45,31490506.65,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3624597
3768612,(2017 CG1),0.1,False,2024-01-27,3.62,64740200.1,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3768612
3785706,(2017 SY32),0.26,True,2024-01-27,14.16,73795966.24,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3785706
3797715,(2018 BX),0.01,False,2024-01-27,8.44,15074613.85,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3797715
54105101,(2021 AB4),0.02,False,2024-01-27,11.73,28654158.83,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54105101
54117570,(2021 CT6),0.09,False,2024-01-27,11.57,18799147.85,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54117570
54130039,(2021 ET),0.21,False,2024-01-27,15.7,18440669.09,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54130039
54132435,(2021 FK2),0.01,False,2024-01-27,15.48,65731030.52,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54132435
54195890,(2021 RP12),0.05,False,2024-01-27,18.37,47757806.11,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54195890
54202336,(2021 TG1),0.01,False,2024-01-27,20.47,63381902.96,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54202336
54225504,(2021 PL132),0.01,False,2024-01-27,12.24,16605060.83,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54225504
54239847,(2022 BN1),0.02,False,2024-01-27,17.22,67335988.8,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54239847
54298756,(2016 FM151),0.11,False,2024-01-27,3.36,38594044.88,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54298756
54314209,(2022 TZ1),0.09,False,2024-01-27,37.6,72063770.5,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54314209
